date,tmax
2012-08-23,22.514000000000003
2012-08-28,19.554
2012-09-02,20.482
2012-09-07,16.238
2012-09-12,22.97
2012-09-17,20.658
2012-09-22,18.862000000000002
2012-09-27,19.466
2012-10-02,18.27
2012-10-07,16.334
2012-10-12,10.925999999999998
2012-10-17,17.446
2012-10-22,8.1
2012-10-27,12.0
2012-11-01,7.715999999999999
2012-11-06,8.0
2012-11-11,3.87
2012-11-16,3.556
2012-11-21,2.2220000000000004
2012-11-26,4.444
2012-12-01,6.3340000000000005
2012-12-06,-0.22200000000000003
2012-12-11,-6.044
2012-12-16,-11.443999999999999
2012-12-21,-11.222
2012-12-26,1.11
2012-12-31,1.4020000000000001
2013-01-05,-1.222
2013-01-10,-6.426
2013-01-15,-1.5219999999999998
2013-01-20,-3.3340000000000005
2013-01-25,-7.556
2013-01-30,-0.586
2013-02-04,0.722
2013-02-09,-0.05800000000000001
2013-02-14,-3.592
2013-02-19,-3.3340000000000005
2013-02-24,0.22200000000000003
2013-03-01,-0.4219999999999999
2013-03-06,-0.22399999999999984
2013-03-11,-0.7780000000000001
2013-03-16,1.3339999999999999
2013-03-21,-1.666
2013-03-26,-1.1119999999999999
2013-03-31,8.974
2013-04-05,10.0
2013-04-10,11.692
2013-04-15,19.444
2013-04-20,15.334
2013-04-25,20.951999999999998
2013-04-30,21.336000000000002
2013-05-05,22.584
2013-05-10,28.416000000000004
2013-05-15,30.115999999999996
2013-05-20,26.163999999999998
2013-05-25,21.96
2013-05-30,23.746000000000002
2013-06-04,24.887999999999998
2013-06-09,27.256
2013-06-14,27.877999999999997
2013-06-19,21.54
2013-06-24,30.665999999999997
2013-06-29,27.384000000000004
2013-07-04,30.556
2013-07-09,26.724
2013-07-14,25.35
2013-07-19,23.332
2013-07-24,21.222
2013-07-29,23.704
2013-08-03,22.668
2013-08-08,28.794
2013-08-13,27.162
2013-08-18,25.78
2013-08-23,24.101999999999997
2013-08-28,20.768
2013-09-02,17.12
2013-09-07,15.852
2013-09-12,18.512
2013-09-17,17.413999999999998
2013-09-22,10.584
2013-09-27,6.2219999999999995
2013-10-02,5.331999999999999
2013-10-07,14.112
2013-10-12,12.443999999999999
2013-10-17,10.617999999999999
2013-10-22,7.9799999999999995
2013-10-27,13.347999999999999
2013-11-01,10.943999999999999
2013-11-06,12.354
2013-11-11,6.839999999999999
2013-11-16,3.97
2013-11-21,4.354
2013-11-26,2.272
2013-12-01,0.49400000000000005
2013-12-06,-1.8239999999999998
2013-12-11,-3.946
2013-12-16,-0.33399999999999985
2013-12-21,1.8880000000000003
2013-12-26,0.12400000000000003
2013-12-31,-1.7260000000000002
2014-01-05,1.578
2014-01-10,1.56
2014-01-15,-5.544
2014-01-20,-11.536
2014-01-25,-15.702000000000002
2014-01-30,-14.73
2014-02-04,-4.18
2014-02-09,0.9200000000000002
2014-02-14,2.778
2014-02-19,2.556
2014-02-24,0.3320000000000001
2014-03-01,1.038
2014-03-06,5.068
2014-03-11,9.41
2014-03-16,4.888
2014-03-21,14.606
2014-03-26,9.132
2014-03-31,5.282
2014-04-05,10.0
2014-04-10,8.686
2014-04-15,18.016
2014-04-20,20.556
2014-04-25,17.586
2014-04-30,18.0
2014-05-05,15.351999999999999
2014-05-10,23.222
2014-05-15,29.77
2014-05-20,29.0
2014-05-25,28.887999999999998
2014-05-30,26.565999999999995
2014-06-04,31.332
2014-06-09,21.232
2014-06-14,20.0
2014-06-19,20.602
2014-06-24,19.11
2014-06-29,24.89
2014-07-04,25.413999999999998
2014-07-09,27.21
2014-07-14,31.0
2014-07-19,27.444
2014-07-24,28.665999999999997
2014-07-29,33.564
2014-08-03,29.618000000000002
2014-08-08,31.446000000000005
2014-08-13,32.112
2014-08-18,26.115999999999996
2014-08-23,22.778
2014-08-28,20.753999999999998
2014-09-02,22.556
2014-09-07,22.362000000000002
2014-09-12,20.509999999999998
2014-09-17,17.802
2014-09-22,18.380000000000003
2014-09-27,15.11
2014-10-02,10.075999999999999
2014-10-07,14.782
2014-10-12,20.006
2014-10-17,9.356
2014-10-22,1.09
2014-10-27,9.596
2014-11-01,3.47
2014-11-06,8.618
2014-11-11,4.9799999999999995
2014-11-16,-0.368
2014-11-21,-1.6619999999999997
2014-11-26,-4.604
2014-12-01,-5.556
2014-12-06,-1.796
2014-12-11,1.2360000000000002
2014-12-16,2.7600000000000002
2014-12-21,2.32
2014-12-26,-7.994
2014-12-31,-2.214
